batter,batting_hand_0.4999999991,name_last,name_first,key_mlbam,key_bbref,key_fangraphs,key_retro
112526.0,R,colon,bartolo,112526,colonba01,375,colob001
115629.0,R,hawkins,latroy,115629,hawkila01,729,hawkl001
116338.0,R,hunter,torii,116338,hunteto01,731,huntt001
120074.0,L,ortiz,david,120074,ortizda01,745,ortid001
121347.0,R,rodriguez,alex,121347,rodrial01,1274,rodra001
133380.0,R,ramirez,aramis,133380,ramirar01,1002,ramia001
134181.0,R,beltre,adrian,134181,beltrad01,639,belta001
136860.0,L,beltran,carlos,136860,beltrca01,589,beltc001
150029.0,R,werth,jayson,150029,werthja01,1327,wertj001
150212.0,R,cuddyer,michael,150212,cuddymi01,1534,cuddm001
150229.0,L,pierzynski,a. j.,150229,pierza.01,746,piera001
150302.0,L,marquis,jason,150302,marquja01,105,marqj001
150359.0,R,burnett,a. j.,150359,burnea.01,512,burna001
217100.0,R,bloomquist,willie,217100,bloomwi01,1066,bloow001
218596.0,R,hudson,tim,218596,hudsoti01,921,hudst001
276519.0,L,rollins,jimmy,276519,rolliji01,971,rollj001
276520.0,R,arroyo,bronson,276520,arroybr01,978,arrob001
279571.0,R,belisle,matt,279571,belisma01,1837,belim001
279824.0,L,buehrle,mark,279824,buehrma01,225,buehm001
282332.0,L,sabathia,cc,282332,sabatc.01,404,sabac001
285064.0,R,vogelsong,ryan,285064,vogelry01,1011,voger001
285078.0,L,hamilton,josh,285078,hamiljo03,1875,hamij003
285079.0,R,dickey,r. a.,285079,dicker.01,1245,dickr001
329092.0,L,choate,randy,329092,choatra01,813,choar001
346793.0,L,affeldt,jeremy,346793,affelje01,583,affej001
346798.0,R,lohse,kyle,346798,lohseky01,739,lohsk001
346874.0,R,uribe,juan,346874,uribeju01,454,uribj002
400085.0,L,suzuki,ichiro,400085,suzukic01,1101,suzui001
400121.0,L,martinez,victor,400121,martivi01,393,martv001
400284.0,L,utley,chase,400284,utleych01,1679,utlec001
405395.0,R,pujols,albert,405395,pujolal01,1177,pujoa001
407781.0,R,byrd,marlon,407781,byrdma01,950,byrdm001
407793.0,R,lackey,john,407793,lackejo01,1507,lackj001
407812.0,R,holliday,matt,407812,hollima01,1873,hollm001
407822.0,L,de la rosa,jorge,407822,rosajo01,2047,delaj001
407862.0,R,johnson,reed,407862,johnsre02,1702,johnr008
407890.0,R,lewis,colby,407890,lewisco01,1259,lewic001
407893.0,L,teixeira,mark,407893,teixema01,1281,teixm001
407908.0,R,peralta,joel,407908,peraljo01,2332,peraj002
408042.0,R,laird,gerald,408042,lairdge01,1698,lairg001
408045.0,L,mauer,joe,408045,mauerjo01,1857,mauej001
408047.0,L,morneau,justin,408047,morneju01,1737,mornj001
408234.0,R,cabrera,miguel,408234,cabremi01,1744,cabrm001
408236.0,L,gonzalez,adrian,408236,gonzaad01,1908,gonza003
408241.0,R,peavy,jake,408241,peavyja01,1051,peavj001
408242.0,R,nieves,wil,408242,nievewi01,1556,nievw001
408252.0,R,phillips,brandon,408252,phillbr01,791,philb001
408299.0,R,infante,omar,408299,infanom01,1609,infao001
408307.0,L,crawford,carl,408307,crawfca02,1201,crawc002
408314.0,L,reyes,jose,408314,reyesjo01,1736,reyej001
421685.0,R,harang,aaron,421685,haranaa01,1451,haraa001
424144.0,L,perez,oliver,424144,perezol01,1514,pereo002
424325.0,R,ross,david,424325,rossda01,1551,rossd001
424825.0,L,crisp,coco,424825,crispco01,1572,crisc001
425386.0,R,guthrie,jeremy,425386,guthrje01,2072,guthj001
425492.0,L,madson,ryan,425492,madsory01,1852,madsr001
425496.0,R,ross,cody,425496,rossco01,1760,rossc001
425509.0,R,peralta,jhonny,425509,peraljh01,1738,peraj001
425532.0,R,williams,jerome,425532,willije01,1137,willj003
425543.0,R,wilson,josh,425543,wilsojo03,2102,wilsj003
425549.0,R,barmes,clint,425549,barmecl01,1830,barmc001
425557.0,R,baker,jeff,425557,bakerje03,2073,bakej001
425560.0,L,laroche,adam,425560,larocad01,1904,laroa001
425567.0,R,rios,alex,425567,riosal01,2090,riosa002
425626.0,L,capuano,chris,425626,capuach01,1701,capuc001
425657.0,L,lopez,javier,425657,lopezja02,1663,lopej002
425664.0,R,victorino,shane,425664,victosh01,1677,victs001
425766.0,L,loney,james,425766,loneyja01,4556,lonej001
425772.0,R,mathis,jeff,425772,mathije01,3448,mathj001
425783.0,L,choo,shin-soo,425783,choosh01,3174,choos001
425784.0,R,rivera,rene,425784,riverre01,3648,river003
425794.0,R,wainwright,adam,425794,wainwad01,2233,waina001
425796.0,R,francoeur,jeff,425796,francje02,4792,franj004
425834.0,R,upton,b. j.,425834,uptonbj01,5015,uptob001
425835.0,R,tsao,chin-hui,425835,tsaoch01,1776,tsaoc001
425844.0,R,greinke,zack,425844,greinza01,1943,greiz001
425856.0,R,floyd,gavin,425856,floydga01,3886,floyg001
425877.0,R,molina,yadier,425877,molinya01,7007,moliy001
425900.0,L,navarro,dioner,425900,navardi01,3179,navad001
425902.0,L,fielder,prince,425902,fieldpr01,4613,fielp001
429400.0,L,loewen,adam,429400,loewead01,2134,loewa001
429664.0,L,cano,robinson,429664,canoro01,3269,canor001
429665.0,R,encarnacion,edwin,429665,encared01,2151,encae001
429666.0,R,hardy,j. j.,429666,hardyjj01,3797,hardj003
429667.0,L,howard,ryan,429667,howarry01,2154,howar001
429711.0,R,gutierrez,franklin,429711,gutiefr01,3255,gutif001
429713.0,L,sizemore,grady,429713,sizemgr01,2197,sizeg001
429717.0,R,haren,dan,429717,harenda01,1757,hared001
429719.0,R,jackson,edwin,429719,jacksed01,1841,jacke001
429722.0,R,santana,ervin,429722,santaer01,3200,sante001
429780.0,L,narveson,chris,429780,narvech01,2141,narvc001
429781.0,R,correia,kevin,429781,correke01,1767,corrk001
430001.0,R,weeks,rickie,430001,weeksri01,1849,weekr001
430203.0,L,dejesus,david,430203,dejesda01,1825,dejed001
430321.0,R,young,delmon,430321,youngde03,2140,yound003
430404.0,R,gomes,jonny,430404,gomesjo01,1845,gomej001
430580.0,R,simon,alfredo,430580,simonal01,2155,simoa001
430599.0,R,blanton,joe,430599,blantjo01,4849,blanj001
430603.0,L,kelly,don,430603,kellydo01,2216,kelld001
430605.0,R,raburn,ryan,430605,raburry01,2218,rabur001
430611.0,R,hart,corey,430611,hartco01,1945,hartc001
430613.0,R,belisario,ronald,430613,belisro01,2203,belir001
430637.0,L,johnson,kelly,430637,johnske05,2234,johnk003
430641.0,R,boyer,blaine,430641,boyerbl01,2237,boyeb001
430652.0,R,bourgeois,jason,430652,bourgja01,2225,bourj001
430661.0,R,mcgowan,dustin,430661,mcgowdu01,8600,mcgod001
430681.0,L,johnson,dan,430681,johnsda06,2167,johnd004
430832.0,R,bautista,jose,430832,bautijo02,1887,bautj002
430897.0,L,swisher,nick,430897,swishni01,4599,swisn001
430910.0,L,pena,brayan,430910,penabr01,3231,penab002
430911.0,R,aardsma,david,430911,aardsda01,1902,aardd001
430912.0,R,cain,matt,430912,cainma01,4732,cainm001
430935.0,L,hamels,cole,430935,hamelco01,4972,hamec001
430945.0,R,jones,adam,430945,jonesad01,6368,jonea003
430947.0,L,aybar,erick,430947,aybarer01,4082,aybae001
430948.0,L,callaspo,alberto,430948,callaal01,3336,calla001
431094.0,R,hill,aaron,431094,hillaa01,6104,hilla001
431145.0,R,martin,russell,431145,martiru01,4616,martr004
431148.0,L,kazmir,scott,431148,kazmisc01,4897,kazms001
431151.0,R,wright,david,431151,wrighda03,3787,wrigd002
431171.0,R,mcgehee,casey,431171,mcgehca01,6086,mcgec001
432934.0,R,young,chris,432934,youngch03,3196,younc003
433217.0,L,blanco,andres,433217,blancan01,1907,blana001
433584.0,R,hernandez,roberto,433584,carmofa01,3273,carmf001
433587.0,R,hernandez,felix,433587,hernafe02,4772,hernf002
433589.0,R,petit,yusmeiro,433589,petityu01,4020,petiy001
434158.0,L,granderson,curtis,434158,grandcu01,4747,granc001
434378.0,R,verlander,justin,434378,verlaju01,8700,verlj001
434442.0,L,howell,j. p.,434442,howeljp01,8245,howej003
434538.0,L,liriano,francisco,434538,liriafr01,3201,lirif001
434540.0,L,jones,garrett,434540,jonesga02,2714,joneg002
434563.0,R,ruiz,carlos,434563,ruizca01,2579,ruizc001
434567.0,R,soto,geovany,434567,sotoge01,3707,sotog001
434604.0,R,morse,mike,434604,morsemi01,3035,morsm001
434622.0,R,jimenez,ubaldo,434622,jimenub01,3374,jimeu001
434628.0,R,hammel,jason,434628,hammeja01,4538,hammj002
434636.0,L,pagan,angel,434636,paganan01,2918,pagaa001
434643.0,R,rodriguez,wandy,434643,rodriwa01,2586,rodrw002
434658.0,R,davis,rajai,434658,davisra01,3708,davir003
434670.0,R,ramirez,hanley,434670,ramirha01,8001,ramih003
434671.0,R,sanchez,anibal,434671,sanchan01,3284,sanca004
434672.0,R,smith,chris,434672,smithch08,4544,smitc002
434778.0,L,morales,kendrys,434778,moralke01,8610,morak001
435043.0,L,duke,zach,435043,dukeza01,3840,dukez001
435044.0,R,baker,scott,435044,bakersc02,6176,bakes002
435062.0,R,kendrick,howie,435062,kendrho01,4229,kendh001
435063.0,R,napoli,mike,435063,napolmi01,3057,napom001
435064.0,R,wilson,bobby,435064,wilsobo02,6564,wilsb002
435078.0,R,arias,joaquin,435078,ariasjo01,3817,ariaj001
435079.0,R,kinsler,ian,435079,kinslia01,6195,kinsi001
435180.0,R,andino,robert,435180,andinro01,4900,andir001
435221.0,R,mccarthy,brandon,435221,mccarbr01,4662,mccab001
435263.0,L,mccann,brian,435263,mccanbr01,4810,mccab002
435401.0,L,schumaker,skip,435401,schumsk01,3704,schus001
435522.0,L,walker,neil,435522,walkene01,7539,walkn001
435559.0,R,suzuki,kurt,435559,suzukku01,8259,suzuk001
435622.0,R,desmond,ian,435622,desmoia01,6885,desmi001
435623.0,R,frandsen,kevin,435623,frandke01,7528,frank001
443558.0,R,cruz,nelson,443558,cruzne02,2434,cruzn002
444379.0,L,jaso,john,444379,jasojo01,5887,jasoj001
444432.0,R,trumbo,mark,444432,trumbma01,6876,trumm001
444446.0,R,balester,collin,444446,balesco01,6883,balec001
444468.0,R,rondon,hector,444468,rondohe01,2391,rondh001
444482.0,L,peralta,david,444482,peralda01,2136,perad001
444489.0,R,pina,manny,444489,pinama01,2829,pinam001
444836.0,L,laffey,aaron,444836,laffeaa01,6248,laffa001
444843.0,L,ethier,andre,444843,ethiean01,6265,ethia001
444857.0,L,feldman,scott,444857,feldmsc01,6283,felds001
444876.0,R,escobar,alcides,444876,escobal02,6310,escoa003
445055.0,L,jay,jon,445055,jayjo02,5227,jay-j001
445060.0,R,nolasco,ricky,445060,nolasri01,3830,nolar001
445095.0,L,pridie,jason,445095,pridija01,4611,pridj001
445197.0,L,dunn,mike,445197,dunnmi01,9948,dunnm002
445213.0,R,kintzler,brandon,445213,kintzbr01,9939,kintb001
445276.0,L,jansen,kenley,445276,janseke01,3096,jansk001
445590.0,L,stults,eric,445590,stulter01,8011,stule002
445926.0,R,chavez,jesse,445926,chaveje01,5448,chavj001
445988.0,R,prado,martin,445988,pradoma01,3312,pradm001
446192.0,R,moore,adam,446192,mooread01,9362,moora001
446225.0,R,easley,ed,446225,easleed01,2487,easle001
446263.0,L,duda,lucas,446263,dudalu01,2502,dudal001
446308.0,L,wieters,matt,446308,wietema01,4298,wietm001
446321.0,R,detwiler,ross,446321,detwiro01,2859,detwr001
446334.0,R,longoria,evan,446334,longoev01,9368,longe001
446359.0,R,cozart,zack,446359,cozarza01,2616,cozaz001
446372.0,R,kluber,corey,446372,klubeco01,2429,klubc001
446381.0,R,barney,darwin,446381,barneda01,2430,barnd001
446386.0,R,guyer,brandon,446386,guyerbr01,2636,guyeb001
446399.0,R,cecil,brett,446399,cecilbr01,2660,cecib001
446481.0,R,rodriguez,sean,446481,rodrise01,6589,rodrs002
446653.0,L,lobaton,jose,446653,lobatjo01,4243,lobaj001
448170.0,L,ishikawa,travis,448170,ishiktr01,4793,ishit001
448179.0,L,hill,rich,448179,hillri01,4806,hillr001
448306.0,R,shields,james,448306,shielja02,7059,shiej002
448602.0,R,reynolds,mark,448602,reynoma01,7619,reynm001
448605.0,R,ruggiano,justin,448605,ruggiju01,7620,ruggj001
448609.0,L,sipp,tony,448609,sippto01,8280,sippt001
448614.0,R,torres,carlos,448614,torreca01,7624,torrc001
448674.0,R,bernier,doug,448674,bernido01,4518,bernd001
448801.0,L,davis,chris,448801,davisch02,9272,davic003
448802.0,L,garcia,jaime,448802,garcija02,8137,garcj004
448855.0,R,guerra,junior,448855,guerrju02,5702,guerj003
449107.0,R,aviles,mike,449107,avilemi01,5986,avilm001
449168.0,R,tuiasosopo,matt,449168,tuiasma01,8272,tuiam001
449170.0,R,cordier,erik,449170,cordier01,4086,corde001
449173.0,L,harrell,lucas,449173,harrelu01,7541,harrl002
449181.0,R,orlando,paulo,449181,orlanpa01,8628,orlap001
449786.0,L,corporan,carlos,449786,corpoca01,5587,corpc001
450172.0,R,volquez,edinson,450172,volqued01,3990,volqe001
450203.0,R,morton,charlie,450203,mortoch02,4676,mortc002
450306.0,L,vargas,jason,450306,vargaja01,8044,vargj001
450308.0,R,weaver,jered,450308,weaveje02,4235,weavj003
450314.0,L,zobrist,ben,450314,zobribe01,7435,zobrb001
450317.0,R,arencibia,j. p.,450317,arencjp01,697,arenj001
450351.0,L,wilson,c. j.,450351,wilsocj01,3580,wilsc004
450641.0,L,berry,quintin,450641,berryqu01,9414,berrq001
450665.0,L,medlen,kris,450665,medlekr01,9417,medlk001
450729.0,L,fister,doug,450729,fistedo01,9425,fistd001
451089.0,L,peterson,shane,451089,petersh01,7423,petes002
451109.0,R,hayes,brett,451109,hayesbr01,4293,hayeb001
451192.0,L,adduci,jim,451192,adducji02,6448,adduj002
451532.0,R,billingsley,chad,451532,billich01,5842,billc001
451584.0,R,davis,wade,451584,daviswa01,7441,daviw001
451594.0,L,fowler,dexter,451594,fowlede01,4062,fowld001
451596.0,R,gallardo,yovani,451596,gallayo01,8173,gally001
451661.0,R,fields,josh,451661,fieldjo03,5070,fielj002
451705.0,R,rosario,alberto,451705,rosaral01,7125,rosaa002
451713.0,L,peguero,carlos,451713,pegueca01,8760,peguc001
452027.0,R,albers,andrew,452027,alberan01,7853,albea001
452035.0,R,blanks,kyle,452035,blankky01,49,blank002
452095.0,R,flowers,tyler,452095,flowety01,9134,flowt001
452104.0,L,headley,chase,452104,headlch01,4720,headc001
452220.0,L,drew,stephen,452220,drewst01,4251,drews001
452234.0,L,smith,seth,452234,smithse01,7331,smits002
452239.0,R,maxwell,justin,452239,maxweju01,6827,maxwj002
452252.0,L,lind,adam,452252,lindad01,8027,linda001
452254.0,R,pence,hunter,452254,pencehu01,8252,pench001
452655.0,L,span,denard,452655,spande01,8347,spand001
452657.0,L,lester,jon,452657,lestejo01,4930,lestj001
452666.0,R,wilhelmsen,tom,452666,wilheto01,9975,wilht001
452672.0,R,hanigan,ryan,452672,hanigry01,4952,hanir001
452678.0,L,cabrera,asdrubal,452678,cabreas01,4962,cabra002
452718.0,R,kendrick,kyle,452718,kendrky01,6230,kendk001
453056.0,L,ellsbury,jacoby,453056,ellsbja01,4727,ellsj001
453064.0,R,tulowitzki,troy,453064,tulowtr01,3531,tulot001
453172.0,R,hughes,jared,453172,hugheja02,9325,hughj001
453178.0,R,kennedy,ian,453178,kenneia01,6986,kenni001
453192.0,L,miller,andrew,453192,millean01,6785,milla002
453203.0,R,robinson,shane,453203,robinsh01,4249,robis001
453211.0,R,stubbs,drew,453211,stubbdr01,9328,stubd001
453214.0,R,wright,steven,453214,wrighst01,8185,wrigs001
453265.0,L,watson,tony,453265,watsoto01,3132,watst001
453269.0,L,boesch,brennan,453269,boescbr01,914,boesb001
453281.0,L,leblanc,wade,453281,leblawa01,5221,leblw001
453286.0,R,scherzer,max,453286,scherma01,3137,schem001
453307.0,L,huff,david,453307,huffda01,4257,huffd001
453311.0,L,lincecum,tim,453311,linceti01,5705,linct001
453329.0,L,buchholz,clay,453329,buchhcl01,3543,buchc001
453344.0,R,morrow,brandon,453344,morrobr01,9346,morrb001
453385.0,L,richard,clayton,453385,richacl01,3551,richc002
453400.0,R,johnson,chris,453400,johnsch05,1191,johnc003
453539.0,L,fuld,sam,453539,fuldsa01,8254,fulds001
453562.0,R,arrieta,jake,453562,arrieja01,4153,arrij001
453568.0,L,blackmon,charlie,453568,blackch02,7859,blacc001
453646.0,R,villanueva,carlos,453646,villaca01,4138,villc001
453895.0,R,ryan,brendan,453895,ryanbr01,6073,ryanb002
453923.0,L,blanco,gregor,453923,blancgr01,3123,blang001
453943.0,R,frazier,todd,453943,frazito01,785,frazt001
454560.0,R,ellis,a. j.,454560,ellisaj01,5677,ellia001
454975.0,L,iribarren,hernan,454975,iribahe01,4177,iribh001
455104.0,R,iannetta,chris,455104,iannech01,8267,iannc001
455117.0,R,maldonado,martin,455117,maldoma01,6887,maldm001
455139.0,R,chirinos,robinson,455139,chiriro01,3142,chirr001
455369.0,L,pena,ramiro,455369,penara02,8841,penar002
455374.0,R,bastardo,antonio,455374,bastaan01,8844,basta001
455755.0,R,stewart,chris,455755,stewach01,3878,stewc001
455759.0,R,young,chris,455759,youngch04,3882,younc004
455976.0,L,markakis,nick,455976,markani01,5930,markn001
456030.0,R,pedroia,dustin,456030,pedrodu01,8370,pedrd001
456034.0,L,price,david,456034,priceda01,3184,pricd001
456068.0,R,gonzalez,miguel,456068,gonzami03,7024,gonzm003
456071.0,L,flande,yohan,456071,flandyo01,5057,flany001
456078.0,R,castillo,welington,456078,castiwe01,3256,castw002
456121.0,R,denorfia,chris,456121,denorch01,4400,denoc001
456124.0,R,kratz,erik,456124,kratzer01,4403,krate001
456167.0,R,griffin,a. j.,456167,griffaj01,11132,grifa002
456422.0,L,bourn,michael,456422,bournmi01,6387,bourm001
456488.0,R,nunez,eduardo,456488,nunezed02,6848,nunee002
456501.0,R,cueto,johnny,456501,cuetojo01,6893,cuetj001
456665.0,R,pearce,steve,456665,pearcst01,9957,pears001
456696.0,R,hernandez,david,456696,hernada01,4259,hernd002
456701.0,R,bailey,homer,456701,baileho02,8362,bailh001
456714.0,R,butler,billy,456714,butlebi03,7399,butlb003
456715.0,R,cain,lorenzo,456715,cainlo01,9077,cainl001
456776.0,L,torres,alex,456776,torreal01,7038,torra002
456781.0,R,solano,donovan,456781,solando01,8623,solad001
457448.0,L,harrison,matt,457448,harrima01,5551,harrm001
457449.0,R,romak,jamie,457449,romakja01,5552,romaj003
457454.0,L,saltalamacchia,jarrod,457454,saltaja01,5557,saltj001
457477.0,L,de aza,alejandro,457477,deazaal01,3371,deaza001
457574.0,R,pacheco,jordan,457574,pachejo01,2677,pachj001
457705.0,R,mccutchen,andrew,457705,mccutan01,9847,mccua001
457706.0,R,jackson,austin,457706,jacksau01,9848,jacka001
457708.0,R,upton,justin,457708,uptonju01,5222,uptoj001
457711.0,R,o'sullivan,sean,457711,osullse01,9137,osuls001
457727.0,R,maybin,cameron,457727,maybica01,5223,maybc001
457759.0,R,turner,justin,457759,turneju01,5235,turnj001
457760.0,L,dorn,danny,457760,dornda01,1050,dornd001
457762.0,L,anderson,bryan,457762,anderbr05,9871,andeb005
457763.0,R,posey,buster,457763,poseybu01,9166,poseb001
457768.0,L,morris,bryan,457768,morribr01,10234,morrb002
457775.0,R,jennings,desmond,457775,jennide01,1965,jennd002
457787.0,L,espinosa,danny,457787,espinda01,9219,espid001
457788.0,L,schafer,jordan,457788,schafjo02,9883,schaj002
457789.0,L,weeks,jemile,457789,weeksje01,2498,weekj001
457803.0,L,bruce,jay,457803,bruceja01,9892,brucj001
457915.0,R,guerra,javy,457915,guerrja01,7407,guerj002
457918.0,L,happ,j. a.,457918,happja01,7410,happj001
457926.0,R,janish,paul,457926,janispa01,7412,janip001
458006.0,L,albers,matt,458006,alberma01,4300,albem001
458015.0,L,votto,joey,458015,vottojo01,4314,vottj001
458085.0,L,coghlan,chris,458085,coghlch01,6878,coghc001
458582.0,L,brignac,reid,458582,brignre01,8380,brigr001
458668.0,L,danks,jordan,458668,danksjo02,9187,dankj002
458675.0,L,rasmus,colby,458675,rasmuco01,9893,rasmc001
458676.0,R,lindblom,josh,458676,lindbjo01,7882,lindj004
458677.0,L,wilson,justin,458677,wilsoju10,4301,wilsj004
458678.0,R,broadway,mike,458678,broadmi01,9894,broam001
458681.0,R,lynn,lance,458681,lynnla01,2520,lynnl001
458689.0,R,dominguez,chris,458689,dominch01,9718,domic001
458708.0,R,tomlin,josh,458708,tomlijo01,9388,tomlj001
458731.0,L,gardner,brett,458731,gardnbr01,9927,gardb001
458913.0,L,young,eric,458913,younger03,7158,youne003
459431.0,L,saunders,michael,459431,saundmi01,9981,saunm001
459964.0,L,joyce,matthew,459964,joycema01,3353,joycm001
459967.0,R,lecure,sam,459967,lecursa01,4664,lecus001
460003.0,R,teagarden,taylor,460003,teagata01,5199,teagt001
460026.0,R,hundley,nick,460026,hundlni01,3376,hundn001
460055.0,R,mayberry,john,460055,maybejo02,3390,maybj001
460059.0,R,pelfrey,mike,460059,pelfrmi01,5203,pelfm001
460060.0,L,pennington,cliff,460060,pennicl01,3395,pennc001
460075.0,R,braun,ryan,460075,braunry02,3410,braur002
460077.0,R,butera,drew,460077,buterdr01,3411,buted001
460086.0,L,gordon,alex,460086,gordoal01,5209,gorda001
460099.0,R,reimold,nolan,460099,reimono01,3441,reimn001
460131.0,L,bogusevic,brian,460131,bogusbr01,4719,bogub001
460269.0,R,gimenez,chris,460269,gimench01,7324,gimec001
460283.0,L,blevins,jerry,460283,blevije01,7841,blevj001
460576.0,R,gomez,carlos,460576,gomezca01,4881,gomec002
460701.0,L,russell,james,460701,russeja02,4089,russj003
461235.0,L,moss,brandon,461235,mossbr01,4467,mossb001
461314.0,R,kemp,matt,461314,kempma01,5631,kempm001
461325.0,R,clippard,tyler,461325,clippty01,5640,clipt001
461416.0,L,venable,will,461416,venabwi01,211,venaw001
461815.0,L,murphy,david,461815,murphda07,6035,murpd005
461829.0,R,gonzalez,gio,461829,gonzagi01,7448,gonzg003
461833.0,R,hughes,phil,461833,hugheph01,7450,hughp001
461858.0,R,plouffe,trevor,461858,plouftr01,7462,plout001
461865.0,L,romine,andrew,461865,rominan01,1159,romia001
462101.0,R,andrus,elvis,462101,andruel01,8709,andre001
462136.0,R,estrada,marco,462136,estrama01,1118,estrm001
462382.0,R,johnson,jim,462382,johnsji04,3656,johnj010
462515.0,R,socolovich,miguel,462515,socolmi01,6697,socom001
462564.0,R,uggla,dan,462564,ugglada01,3442,uggld001
463610.0,R,petit,gregorio,463610,petitgr01,3812,petig001
465041.0,R,cervelli,francisco,465041,cervefr01,5275,cervf001
465674.0,R,ciriaco,pedro,465674,ciriape01,5278,cirip001
465753.0,L,florimon,pedro,465753,floripe01,8385,florp001
465784.0,L,cabrera,everth,465784,cabreev01,8155,cabre001
466320.0,L,cabrera,melky,466320,cabreme01,4022,cabrm002
466948.0,R,machi,jean,466948,machije01,3220,machj002
466988.0,L,bonifacio,emilio,466988,bonifem01,4054,bonie001
467008.0,R,strop,pedro,467008,stroppe01,4070,strop001
467055.0,L,sandoval,pablo,467055,sandopa01,5409,sandp001
467070.0,L,herrera,elian,467070,herreel01,5432,herre001
467092.0,R,ramos,wilson,467092,ramoswi01,1433,ramow001
467100.0,R,nova,ivan,467100,novaiv01,1994,novai001
467143.0,R,gomez,hector,467143,gomezhe01,2264,gomeh001
467785.0,R,liz,radhames,467785,lizra01,5843,liz-r001
467793.0,L,santana,carlos,467793,santaca01,2396,santc002
467798.0,R,tabata,jose,467798,tabatjo01,2411,tabaj002
467827.0,L,parra,gerardo,467827,parrage01,8553,parrg001
468406.0,L,herrera,jonathan,468406,herrejo03,4182,herrj002
468504.0,R,chacin,jhoulys,468504,chacijh01,2608,chacj001
471083.0,L,montero,miguel,471083,montemi01,3364,montm001
471822.0,R,diaz,jumbo,471822,diazju03,3397,diazj005
471865.0,L,gonzalez,carlos,471865,gonzaca01,7287,gonzc001
471911.0,R,carrasco,carlos,471911,carraca01,6632,carrc003
472528.0,L,valbuena,luis,472528,valbulu01,4969,valbl001
472551.0,L,abad,fernando,472551,abadfe01,4994,abadf001
472610.0,R,garcia,luis,472610,garcilu03,6984,garcl005
473724.0,R,mcbride,matt,473724,mcbrima02,9373,mcbrm002
474233.0,S,conger,hank,474233,congeha01,2505,congh001
474249.0,R,jackson,ryan,474249,jacksry02,6596,jackr005
474284.0,R,rasmus,cory,474284,rasmuco02,2413,rasmc002
474319.0,R,snyder,brandon,474319,snydebr03,9856,snydb003
474443.0,R,de jesus,ivan,474443,dejesiv02,9886,dejei002
474463.0,L,anderson,brett,474463,anderbr04,8223,andeb004
474494.0,R,field,thomas,474494,fieldth01,6262,fielt001
474521.0,R,tolleson,shawn,474521,tollesh01,10481,tolls002
474568.0,R,mercer,jordy,474568,mercejo03,6547,mercj002
474668.0,L,surkamp,eric,474668,surkaer01,2540,surke001
474699.0,R,worley,vance,474699,worleva01,6435,worlv001
474832.0,L,belt,brandon,474832,beltbr01,10264,beltb001
474865.0,L,borbon,julio,474865,borboju01,3209,borbj001
