batter,batting_hand_0.4999999991,name_last,name_first,key_mlbam,key_bbref,key_fangraphs,key_retro
474892.0,R,carter,chris,474892,cartech02,9911,cartc002
475100.0,R,van slyke,scott,475100,vanslsc01,4365,vanss001
475115.0,R,ross,tyson,475115,rossty01,7872,rosst001
475174.0,L,alonso,yonder,475174,alonsyo01,2530,alony001
475243.0,R,wood,travis,475243,woodtr01,9884,woodt004
475247.0,L,flaherty,ryan,475247,flahery01,7888,flahr001
475253.0,L,smoak,justin,475253,smoakju01,9054,smoaj001
475416.0,R,masterson,justin,475416,masteju01,2038,mastj001
475479.0,R,phelps,david,475479,phelpda01,6316,pheld001
475582.0,R,zimmerman,ryan,475582,zimmery01,4220,zimmr001
476192.0,L,monell,johnny,476192,moneljo01,2783,monej001
476270.0,R,tolleson,steven,476270,tollest01,4450,tolls001
476451.0,R,hellickson,jeremy,476451,hellije01,4371,hellj001
476454.0,R,betances,dellin,476454,betande01,6216,betad001
476570.0,R,mazzaro,vin,476570,mazzavi01,5231,mazzv001
476589.0,R,warren,adam,476589,warread01,9029,warra001
476633.0,L,parmelee,chris,476633,parmech01,2554,parmc001
476704.0,L,lowrie,jed,476704,lowrije01,4418,lowrj001
476883.0,L,alvarez,pedro,476883,alvarpe01,2495,alvap001
477003.0,L,niese,jonathon,477003,niesejo01,4424,niesj001
477132.0,L,kershaw,clayton,477132,kershcl01,2036,kersc001
477165.0,L,wallace,brett,477165,wallabr01,8434,wallb001
477195.0,L,davis,ike,477195,davisik02,8433,davii001
477569.0,R,salas,fernando,477569,salasfe01,4971,salaf001
485567.0,L,carrera,ezequiel,485567,carreez01,9048,carre001
488671.0,L,avila,alex,488671,avilaal01,7476,avila001
488674.0,R,badenhop,burke,488674,badenbu01,9736,badeb001
488681.0,R,barnes,brandon,488681,barnebr02,629,barnb002
488689.0,L,baxter,mike,488689,baxtemi01,4464,baxtm001
488703.0,R,bianchi,jeff,488703,biancje01,9958,bianj001
488721.0,R,bourjos,peter,488721,bourjpe01,2578,bourp001
488726.0,L,brantley,michael,488726,brantmi02,4106,branm003
488768.0,R,cashner,andrew,488768,cashnan01,8782,casha001
488771.0,L,castro,jason,488771,castrja01,8722,castj006
488810.0,R,cruz,tony,488810,cruzto03,2802,cruzt002
488818.0,R,d'arnaud,chase,488818,darnach01,6652,darnc001
488846.0,L,duensing,brian,488846,duensbr01,4064,duenb001
488852.0,L,dykstra,allan,488852,dykstal01,9113,dyksa001
488862.0,R,escobar,yunel,488862,escobyu01,4191,escoy001
488912.0,R,gosewisch,tuffy,488912,gosewtu01,5277,goset001
489067.0,L,lollis,ryan,489067,lolliry01,6623,lollr001
489119.0,L,miley,wade,489119,mileywa01,8779,milew001
489138.0,R,moore,tyler,489138,moorety01,7244,moort002
489149.0,L,morrison,logan,489149,morrilo01,9205,morrl001
489232.0,R,recker,anthony,489232,reckean01,4063,recka001
489265.0,R,romo,sergio,489265,romose01,9817,romos001
489267.0,R,rosales,adam,489267,rosalad01,9682,rosaa001
489305.0,R,scruggs,xavier,489305,scrugxa01,7409,scrux001
489334.0,R,stammen,craig,489334,stammcr01,7274,stamc001
489365.0,L,thole,josh,489365,tholejo01,9689,tholj001
489446.0,L,yates,kirby,489446,yateski01,9073,yatek001
490063.0,R,garza,matt,490063,garzama01,3340,garzm001
491646.0,R,gomez,jeanmar,491646,gomezje01,9033,gomej002
491676.0,R,hernandez,gorkys,491676,hernago01,4146,herng001
491696.0,R,sucre,jesus,491696,sucreje01,5942,sucrj001
491708.0,R,caminero,arquimedes,491708,caminar01,8992,camia001
492802.0,R,graterol,juan,492802,grateju01,5398,gratj001
492841.0,L,martinez,michael,492841,martimi02,7358,martm003
493114.0,L,aoki,nori,493114,aokino01,13075,aokin001
493128.0,L,kawasaki,munenori,493128,kawasmu01,13047,kawam001
493159.0,L,wada,tsuyoshi,493159,wadats01,13046,wadat001
493193.0,R,lee,dae-ho,493193,leeda02,18722,lee-d004
493200.0,R,oh,seunghwan,493200,ohse01,18719,oh--s001
493316.0,R,cespedes,yoenis,493316,cespeyo01,13110,cespy001
493329.0,R,gurriel,yuli,493329,gourryu01,19198,gurry001
493343.0,R,olivera,hector,493343,olivehe01,17528,olivh001
493351.0,R,ramirez,alexei,493351,ramiral03,5133,ramia003
493472.0,R,campbell,eric,493472,campber01,6938,campe001
493596.0,R,beckham,gordon,493596,beckhgo01,9015,beckg001
497807.0,L,herrmann,frank,497807,herrmfr01,7960,herrf001
499624.0,R,colabello,chris,499624,colabch01,13051,colac001
499864.0,R,jimenez,luis,499864,jimenlu02,6341,jimel002
500135.0,R,rodriguez,ronny,500135,rodriro03,11875,rodrr009
500207.0,R,solano,jhonatan,500207,solanjh01,7515,solaj002
500208.0,L,solarte,yangervis,500208,solarya01,5352,solay001
500610.0,R,guerra,deolis,500610,guerrde01,8410,guerd001
500724.0,R,ramirez,j. c.,500724,ramirjc01,8302,ramij002
500743.0,R,rojas,miguel,500743,rojasmi02,7802,rojam002
500779.0,R,quintana,jose,500779,quintjo01,11423,quinj001
500871.0,L,escobar,eduardo,500871,escobed01,6153,escoe001
500874.0,R,martinez,jose,500874,martijo08,7996,martj008
500887.0,R,pinto,josmil,500887,pintojo01,6806,pintj001
501213.0,R,sierra,moises,501213,sierrmo01,6050,sierm001
501245.0,R,marte,alfredo,501245,marteal01,5212,marta005
501255.0,S,ynoa,rafael,501255,ynoara01,2832,ynoar001
501303.0,L,adrianza,ehire,501303,adriaeh01,8418,adrie001
501381.0,R,pineda,michael,501381,pinedmi01,5372,pinem001
501571.0,R,lagares,juan,501571,lagarju01,5384,lagaj001
501593.0,L,avilan,luis,501593,avilalu01,2882,avill001
501625.0,L,alvarez,jose,501625,alvarjo02,5358,alvaj003
501647.0,R,rosario,wilin,501647,rosarwi01,8002,rosaw001
501659.0,L,almonte,abraham,501659,almonab01,5486,almoa001
501697.0,R,marinez,jhan,501697,marinjh01,5830,marij001
501789.0,R,harris,will,501789,harriwi10,3192,harrw002
501800.0,R,craig,allen,501800,craigal01,3433,craia001
501822.0,R,hatcher,chris,501822,hatchch02,3299,hatcc002
501888.0,L,kalish,ryan,501888,kalisry01,6962,kalir001
501896.0,R,freese,david,501896,freesda01,9549,freed001
501936.0,R,buschmann,matt,501936,buschma01,3832,buscm002
501957.0,R,tillman,chris,501957,tillmch01,5279,tillc001
501981.0,R,davis,khris,501981,daviskh01,9112,davik003
501983.0,L,snider,travis,501983,snidetr01,2830,snidt001
501986.0,L,hunter,cedric,501986,huntece01,2833,huntc001
501992.0,R,karns,nate,501992,karnsna01,12638,karnn001
502004.0,R,kontos,george,502004,kontoge01,9486,kontg001
502009.0,R,latos,mat,502009,latosma01,3815,latom001
502010.0,R,brigham,jake,502010,brighja01,2851,brigj001
502023.0,R,tartamella,travis,502023,tartatr01,6748,tartt001
502026.0,R,jeffress,jeremy,502026,jeffrje01,9490,jeffj001
502028.0,R,wood,blake,502028,woodbl01,1345,woodb004
502029.0,R,marrero,chris,502029,marrech01,2852,marrc001
502032.0,R,norris,bud,502032,norribu01,9492,norrb001
502034.0,L,burriss,emmanuel,502034,burriem01,2917,burre001
502042.0,R,archer,chris,502042,archech01,6345,archc001
502043.0,R,gibson,kyle,502043,gibsoky01,10123,gibsk002
502046.0,L,locke,jeff,502046,lockeje01,2929,lockj001
502051.0,R,ravin,josh,502051,ravinjo01,2951,ravij001
502054.0,R,pham,tommy,502054,phamth01,2967,phamt001
502082.0,L,chisenhall,lonnie,502082,chiselo01,7571,chisl001
502100.0,L,presley,alex,502100,preslal01,5305,presa001
502110.0,R,martinez,j. d.,502110,martijd02,6184,martj006
502117.0,R,negron,kristopher,502117,negrokr01,5306,negrk001
502126.0,L,brown,domonic,502126,browndo01,3154,browd004
502143.0,R,valencia,danny,502143,valenda01,6364,valed001
502151.0,R,huffman,chad,502151,huffmch01,5311,huffc001
502171.0,R,cobb,alex,502171,cobbal01,6562,cobba001
502179.0,R,espino,paolo,502179,espinpa01,8246,espip001
502182.0,L,clevenger,steve,502182,clevest01,9542,clevs001
502188.0,R,samardzija,jeff,502188,samarje01,3254,samaj001
502190.0,R,leake,mike,502190,leakemi01,10130,leakm001
502205.0,R,green,grant,502205,greengr01,10053,greeg002
502210.0,L,reddick,josh,502210,reddijo01,3892,reddj001
502211.0,R,bolsinger,mike,502211,bolsimi01,11137,bolsm001
502212.0,R,bibens-dirkx,austin,502212,bibenau01,9559,bibea001
502213.0,R,ashley,nevin,502213,ashlene01,3274,ashln001
502226.0,R,gentry,craig,502226,gentrcr01,9571,gentc001
502239.0,R,cahill,trevor,502239,cahiltr01,6249,cahit001
502261.0,R,gillespie,cole,502261,gilleco01,5888,gillc002
502273.0,L,freeman,mike,502273,freemmi01,11241,freem002
502285.0,R,ladendorf,tyler,502285,ladenty01,3211,ladet001
502317.0,R,heisey,chris,502317,heisech01,3978,heisc001
502327.0,R,santiago,hector,502327,santihe01,4026,santh001
502374.0,R,mckenry,michael,502374,mckenmi01,9628,mckem001
502409.0,R,diaz,jonathan,502409,diazjo02,4142,diazj004
502457.0,R,hayes,drew,502457,hayesdr01,10528,hayed001
502481.0,L,dyson,jarrod,502481,dysonja01,4866,dysoj001
502517.0,L,murphy,daniel,502517,murphda08,4316,murpd006
502522.0,R,miller,justin,502522,milleju02,8580,millj006
502523.0,S,o'malley,shawn,502523,omallsh01,9629,omals001
502544.0,L,buss,nick,502544,bussni01,6835,bussn001
502570.0,R,gale,rocky,502570,galero01,10533,galer002
502582.0,L,schafer,logan,502582,schaflo01,7937,schal001
502593.0,R,petricka,jake,502593,petrija01,10534,petrj001
502624.0,R,anderson,chase,502624,anderch01,6895,andec001
502671.0,R,goldschmidt,paul,502671,goldspa01,9218,goldp001
502676.0,L,figueroa,cole,502676,figueco01,8790,figuc001
502706.0,L,holland,derek,502706,hollade01,4141,holld003
502748.0,R,peacock,brad,502748,peacobr01,5401,peacb001
503351.0,L,lalli,blake,503351,lallibl01,9246,lallb001
503437.0,L,beresford,james,503437,beresja01,4626,berej003
503444.0,R,de la cruz,joel,503444,delacjo01,12825,delaj003
503449.0,R,peralta,wily,503449,peralwi01,7738,peraw001
503556.0,L,gonzalez,marwin,503556,gonzama01,5497,gonzm002
504379.0,R,nicasio,juan,504379,nicasju01,7731,nicaj001
506433.0,R,darvish,yu,506433,darviyu01,13074,darvy001
506560.0,L,amarista,alexi,506560,amarial01,9063,amara001
506693.0,R,alvarez,henderson,506693,alvarhe01,5669,alvah001
506702.0,L,leon,sandy,506702,leonsa01,5273,leons001
506703.0,R,sanchez,adrian,506703,sanchad01,11338,sanca007
506747.0,R,pena,francisco,506747,penafr01,8298,penaf001
506924.0,R,cardullo,stephen,506924,cardust01,11204,cards001
506997.0,R,sanchez,tony,506997,sanchto01,6178,sanct001
514888.0,R,altuve,jose,514888,altuvjo01,5417,altuj001
514913.0,R,tejada,ruben,514913,tejadru01,5519,tejar001
514917.0,L,hernandez,cesar,514917,hernace02,10556,hernc005
516414.0,R,pena,ariel,516414,penaar01,10240,penaa003
516416.0,R,segura,jean,516416,segurje01,5933,seguj002
516589.0,R,rienzo,andre,516589,rienzan01,3507,riena001
516770.0,R,castro,starlin,516770,castrst01,4579,casts001
516782.0,R,marte,starling,516782,martest01,9241,marts002
516809.0,R,lake,junior,516809,lakeju01,4672,lakej001
516811.0,R,perez,eury,516811,perezeu01,10299,peree003
516910.0,R,frias,carlos,516910,friasca01,3547,friac001
516949.0,L,sanchez,hector,516949,sanchhe01,10289,sanch002
516970.0,R,marimon,sugar ray,516970,marimsu01,6027,maris001
517369.0,R,pirela,jose,517369,pireljo01,5485,pirej001
517370.0,L,paredes,jimmy,517370,paredji01,5481,parej002
517414.0,R,delgado,randall,517414,delgara01,5985,delgr001
517448.0,R,boscan,wilfredo,517448,boscawi01,7655,boscw001
517593.0,S,salazar,danny,517593,salazda01,5867,salad001
518170.0,L,valdespin,jordany,518170,valdejo02,5098,valdj002
518397.0,L,alexander,scott,518397,alexasc02,10591,alexs001
518418.0,L,aumont,phillippe,518418,aumonph01,5362,aumop001
518420.0,R,axelrod,dylan,518420,axelrdy01,9303,axeld001
518452.0,R,bettis,chad,518452,bettich01,10587,bettc001
518466.0,R,blash,jabari,518466,blashja01,11247,blasj001
518468.0,R,blazek,michael,518468,blazemi01,9654,blazm001
518490.0,R,brentz,bryce,518490,brentbr01,10607,brenb002
518516.0,R,bumgarner,madison,518516,bumgama01,5524,bumgm001
518542.0,L,centeno,juan,518542,centeju01,7168,centj001
518553.0,R,cishek,steve,518553,cishest01,6483,cishs001
518560.0,R,clemens,paul,518560,clemepa02,8037,clemp002
518567.0,R,collmenter,josh,518567,collmjo01,7312,collj001
518568.0,R,colon,christian,518568,colonch01,11145,coloc002
518577.0,R,cowgill,collin,518577,cowgico01,7250,cowgc001
518586.0,R,culberson,charlie,518586,culbech01,3298,culbc001
518595.0,R,d'arnaud,travis,518595,darnatr01,7739,darnt001
518603.0,L,de fratus,justin,518603,defraju01,4955,defrj001
518614.0,L,descalso,daniel,518614,descada01,8392,descd001
518618.0,L,dietrich,derek,518618,dietrde01,10542,dietd001
518625.0,R,dominguez,matt,518625,dominma01,4903,domim001
518626.0,R,donaldson,josh,518626,donaljo02,5038,donaj001
518633.0,L,duffy,danny,518633,duffyda01,3542,duffd001
518649.0,R,eibner,brett,518649,eibnebr01,11369,eibnb001
518653.0,R,elmore,jake,518653,elmorja01,7290,elmoj001
518692.0,L,freeman,freddie,518692,freemfr01,5361,freef001
518693.0,R,freeman,sam,518693,freemsa01,6832,frees001
518700.0,R,fryer,eric,518700,fryerer01,8145,fryee001
518715.0,R,gearrin,cory,518715,gearrco01,7947,gearc001
518716.0,R,gee,dillon,518716,geedi01,7396,gee-d001
518735.0,L,grandal,yasmani,518735,grandya01,11368,grany001
518748.0,R,grimm,justin,518748,grimmju01,11720,grimj002
518755.0,R,hague,matt,518755,haguema01,7772,hagum001
518764.0,R,hand,donovan,518764,handdo01,8728,handd001
518771.0,R,harris,mitch,518771,harrimi03,4530,harrm002
518774.0,R,harvey,matt,518774,harvema01,11713,harvm001
518790.0,R,heston,chris,518790,hestoch01,10302,hestc001
518792.0,L,heyward,jason,518792,heywaja01,4940,heywj001
518863.0,R,jordan,taylor,518863,jordata01,10466,jordt001
518875.0,R,kelley,shawn,518875,kellesh01,7773,kells001
518883.0,L,kiekhefer,dean,518883,kiekhde01,10529,kiekd001
518886.0,R,kimbrel,craig,518886,kimbrcr01,6655,kimbc001
518902.0,R,kozma,pete,518902,kozmape01,2539,kozmp001
518911.0,L,lambo,andrew,518911,lamboan01,5386,lamba001
518934.0,R,lemahieu,dj,518934,lemahdj01,9874,lemad001
518953.0,L,lough,david,518953,loughda01,7215,lougd001
518960.0,R,lucroy,jonathan,518960,lucrojo01,7870,lucrj001
518991.0,R,mastroianni,darin,518991,mastrda01,7316,mastd002
519008.0,L,mcfarland,t. j.,519008,mcfartj01,3237,mcfat001
519023.0,R,mesoraco,devin,519023,mesorde01,5666,mesod001
519025.0,R,middlebrooks,will,519025,middlwi01,7002,middw001
519037.0,L,moncrief,carlos,519037,moncrca01,7511,moncc001
519043.0,L,moore,matt,519043,moorema02,1890,moorm003
519048.0,L,moreland,mitch,519048,morelmi01,3086,morem001
519058.0,L,moustakas,mike,519058,moustmi01,4892,mousm001
519068.0,L,navarro,efren,519068,navaref01,9854,navae001
519071.0,L,navarro,rey,519071,navarre01,6008,navar001
519076.0,R,nelson,jimmy,519076,nelsoji02,10547,nelsj004
519082.0,L,noonan,nick,519082,noonani01,6880,noonn001
519083.0,R,norris,derek,519083,norride01,6867,norrd001
519085.0,L,oberholtzer,brett,519085,oberhbr01,3855,oberb001
519107.0,S,parrino,andy,519107,parrian01,3972,parra001
519141.0,R,pomeranz,drew,519141,pomerdr01,11426,pomed001
519144.0,R,porcello,rick,519144,porceri01,2717,porcr001
519166.0,R,ramirez,neil,519166,ramirne01,7677,ramin001
519168.0,R,ranaudo,anthony,519168,ranauan01,11424,ranaa001
519184.0,L,revere,ben,519184,reverbe01,4712,reveb001
519203.0,L,rizzo,anthony,519203,rizzoan01,3473,rizza001
519208.0,L,robinson,clint,519208,robincl01,6908,robic001
519222.0,R,romine,austin,519222,rominau01,5491,romia002
519237.0,R,rupp,cameron,519237,ruppca01,11146,ruppc001
519242.0,L,sale,chris,519242,salech01,10603,salec001
519263.0,R,schugel,a. j.,519263,schugaj01,11432,schua001
519294.0,L,smoker,josh,519294,smokejo01,10285,smokj001
519295.0,R,smolinski,jake,519295,smolija01,5408,smolj002
519299.0,L,sogard,eric,519299,sogarer01,7927,sogae001
519301.0,R,solis,sammy,519301,solissa01,11457,solis001
519306.0,R,souza,steven,519306,souzast01,5667,souzs001
519317.0,R,stanton,giancarlo,519317,stantmi03,4949,stanm004
519322.0,L,storen,drew,519322,storedr01,6983,stord001
519326.0,R,strickland,hunter,519326,strichu01,7836,strih001
519333.0,R,szczur,matt,519333,szczuma01,11255,szczm001
519344.0,R,tepesch,nick,519344,tepesni01,11716,tepen001
519345.0,L,terdoslavich,joey,519345,terdojo01,10593,terdj001
519346.0,L,thames,eric,519346,thameer01,3711,thame001
519381.0,L,venditte,pat,519381,vendipa01,7108,vendp001
519390.0,L,vogt,stephen,519390,vogtst01,5000,vogts001
519421.0,L,wilkins,andy,519421,wilkian01,11251,wilka002
519425.0,R,williams,jackson,519425,willija01,8524,willj005
519445.0,R,worth,danny,519445,worthda01,198,wortd001
519455.0,R,zimmermann,jordan,519455,zimmejo02,4505,zimmj003
520471.0,L,galvis,freddy,520471,galvifr01,6609,galvf001
520980.0,R,baez,pedro,520980,baezpe01,5420,baezp001
521230.0,R,hendriks,liam,521230,hendrli01,3548,hendl001
521655.0,R,font,wilmer,521655,fontwi01,5257,fontw001
521692.0,R,perez,salvador,521692,perezsa02,7304,peres002
523253.0,R,forsythe,logan,523253,forsylo01,7185,forsl001
523260.0,R,kelly,joe,523260,kellyjo05,9761,kellj001
523989.0,R,de la rosa,rubby,523989,delarru01,3862,delar003
524968.0,R,montero,jesus,524968,monteje01,5514,montj003
527038.0,R,flores,wilmer,527038,florewi01,5827,florw001
527043.0,R,marte,jefry,527043,marteje01,5107,martj007
527048.0,L,perez,martin,527048,perezma02,6902,perem004
527049.0,R,puello,cesar,527049,puellce01,7216,puelc001
527054.0,R,teheran,julio,527054,teherju01,6797,tehej001
533167.0,R,shoemaker,matt,533167,shoemma01,4776,shoem001
534606.0,R,lamarre,ryan,534606,lamarry01,10700,lamar001
534627.0,R,holt,tyler,534627,holtty01,11391,holtt001
534812.0,R,quackenbush,kevin,534812,quackke01,12360,quack001
534910.0,R,hahn,jesse,534910,hahnje01,13287,hahnj001
534947.0,R,adleman,tim,534947,adlemti01,10968,adlet001
537953.0,L,nava,daniel,537953,navada01,5450,navad002
541608.0,L,cabrera,ramon,541608,cabrera01,10327,cabrr001
541640.0,R,ramirez,erasmo,541640,ramirer02,10314,ramie004
541645.0,R,garcia,avisail,541645,garciav01,5760,garca003
541650.0,R,perez,hernan,541650,perezhe01,5751,pereh001
542194.0,R,bethancourt,christian,542194,bethach01,10028,bethc001
542208.0,R,perez,carlos,542208,perezca02,10642,perec003
542255.0,L,inciarte,ender,542255,inciaen01,4922,incie001
542289.0,R,corcino,daniel,542289,corcida01,9266,corcd001
542303.0,R,ozuna,marcell,542303,ozunama01,10324,ozunm001
542340.0,L,villar,jonathan,542340,villajo01,10071,villj001
542364.0,L,ortega,rafael,542364,ortegra01,10323,orter001
542436.0,L,adames,cristhian,542436,adamecr01,6013,adamc001
542454.0,L,santana,danny,542454,santada01,10322,santd001
542455.0,L,arcia,oswaldo,542455,arciaos01,10306,arcio001
542513.0,L,telis,tomas,542513,telisto01,10067,telit001
542583.0,R,aguilar,jesus,542583,aguilje01,11342,aguij001
542587.0,L,araujo,elvis,542587,araujel01,12854,araue001
542642.0,R,liriano,rymer,542642,liriary01,4779,lirir001
542674.0,R,germen,gonzalez,542674,germego01,5876,germg001
542866.0,R,adams,austin,542866,adamsau01,7411,adama001
542881.0,L,anderson,tyler,542881,anderty01,12880,andet002
542882.0,R,andriese,matt,542882,andrima01,12022,andrm001
542883.0,L,anna,dean,542883,annade01,8353,annad001
542908.0,R,bandy,jett,542908,bandyje01,12508,bandj001
542921.0,R,beckham,tim,542921,beckhti01,7949,beckt001
542923.0,R,beeler,dallas,542923,beeleda01,11471,beeld001
542942.0,R,blair,carson,542942,blairca01,5429,blaic001
542963.0,L,brantly,rob,542963,brantro01,10655,branr002
542979.0,R,broxton,keon,542979,broxtke01,9253,broxk001
542992.0,R,burns,andy,542992,burnsan01,12779,burna003
542993.0,L,burns,billy,542993,burnsbi02,12701,burnb002
542994.0,R,butler,joey,542994,butlejo04,7799,butlj002
543022.0,R,chatwood,tyler,543022,chatwty01,4338,chatt001
543031.0,R,cloyd,tyler,543031,cloydty01,8536,cloyt001
543037.0,R,cole,gerrit,543037,colege01,13125,coleg001
543038.0,R,coleman,dusty,543038,colemdu01,8979,coled002
543045.0,L,conley,adam,543045,conlead01,14457,conla001
543054.0,R,cosart,jarred,543054,cosarja01,10304,cosaj001
543056.0,L,coulombe,danny,543056,couloda01,13293,could001
543063.0,L,crawford,brandon,543063,crawfbr01,5343,crawb001
543068.0,R,cron,c. j.,543068,croncj01,12546,cronc002
543089.0,R,davis,taylor,543089,davista01,12782,davit004
543094.0,L,decker,jaff,543094,deckeja01,7945,deckj001
543101.0,R,desclafani,anthony,543101,desclan01,13050,desca001
543105.0,L,dickerson,alex,543105,dickeal01,12649,dicka001
543118.0,R,drake,oliver,543118,drakeol01,8823,drako001
543135.0,R,eovaldi,nathan,543135,eovalna01,9132,eovan001
543148.0,R,federowicz,tim,543148,federti01,8609,fedet001
543184.0,R,friedrich,christian,543184,friedch01,7942,friec001
543193.0,R,gagnon,drew,543193,gagnodr01,12545,gagnd001
543208.0,R,gaviglio,sam,543208,gavigsa01,12778,gavis001
543213.0,R,giavotella,johnny,543213,giavojo01,6740,giavj001
543216.0,L,gillaspie,conor,543216,gillaco01,9009,gillc001
543219.0,L,gilmartin,sean,543219,gilmase01,12781,gilms001
543228.0,R,gomes,yan,543228,gomesya01,9627,gomey001
543238.0,L,gose,anthony,543238,gosean01,5097,gosea001
543243.0,R,gray,sonny,543243,grayso01,12768,grays001
543257.0,S,grossman,robbie,543257,grossro01,5254,grosr001
543272.0,L,hand,brad,543272,handbr01,9111,handb001
543278.0,L,hardy,blaine,543278,hardybl01,6499,hardb001
543281.0,R,harrison,josh,543281,harrijo05,8202,harrj002
543294.0,R,hendricks,kyle,543294,hendrky01,12049,hendk001
543302.0,L,herrmann,chris,543302,herrmch01,9284,herrc001
543305.0,L,hicks,aaron,543305,hicksaa01,5297,hicka001
543308.0,R,hicks,john,543308,hicksjo02,12547,hickj001
543309.0,R,higashioka,kyle,543309,higasky01,5517,higak001
543321.0,R,hoes,l. j.,543321,hoeslj01,6656,hoesl001
543329.0,R,hood,destin,543329,hoodde01,9887,hoodd001
543333.0,L,hosmer,eric,543333,hosmeer01,3516,hosme001
543339.0,R,hudson,daniel,543339,hudsoda01,7146,hudsd001
543359.0,L,jennings,dan,543359,jennida01,8073,jennd003
543362.0,R,jimenez,a. j.,543362,jimenaj01,7077,jimea001
543376.0,R,joseph,caleb,543376,josepca01,7087,josec002
543377.0,L,joseph,corban,543377,josepco01,5503,josec001
543380.0,R,jungmann,taylor,543380,jungmta01,13119,jungt001
543391.0,R,kelly,casey,543391,kellyca01,9174,kellc001
543401.0,L,kipnis,jason,543401,kipnija01,9776,kipnj001
543408.0,R,koehler,tom,543408,koehlto01,6570,koeht001
543424.0,L,lamb,john,543424,lambjo02,8493,lambj002
543432.0,R,lavarnway,ryan,543432,lavarry01,8879,lavar001
543434.0,R,lawrie,brett,543434,lawribr01,5247,lawrb002
543456.0,L,lobstein,kyle,543456,lobstky01,9178,lobsk001
543459.0,L,lombardozzi,steve,543459,lombast02,5422,lombs002
543475.0,R,lyles,jordan,543475,lylesjo01,7593,lylej001
543483.0,R,magill,matt,543483,magilma01,3950,magim001
543484.0,R,mahtook,mikie,543484,mahtomi01,13130,mahtm001
543507.0,R,may,trevor,543507,maytr01,6398,may-t001
543510.0,R,mccann,james,543510,mccanja02,12859,mccaj001
543521.0,R,mchugh,collin,543521,mchugco01,7531,mchuc001
543532.0,R,melville,tim,543532,melviti01,9149,melvt001
543542.0,R,meyer,alex,543542,meyeral01,12833,meyea001
543543.0,L,miller,brad,543543,millebr02,12775,millb002
543548.0,L,milone,tommy,543548,milonto01,7608,milot001
543557.0,L,montgomery,mike,543557,montgmi01,4869,montm002
543569.0,R,morel,brent,543569,morelbr01,6402,moreb001
543590.0,L,nieuwenhuis,kirk,543590,nieuwki01,6400,nieuk001
543606.0,R,odorizzi,jake,543606,odorija01,6397,odorj001
543611.0,L,ortiz,danny,543611,ortizda02,10317,ortid002
543633.0,R,perez,juan,543633,perezju02,5371,perej002
543652.0,L,pill,tyler,543652,pillty01,12751,pillt001
543685.0,R,rendon,anthony,543685,rendoan01,12861,renda001
543698.0,R,roach,donn,543698,roachdo01,10620,roacd001
